"New Sort","Original Sort","Year","Trip","Ship","Comments","Transit","Arrival","Departure","Port","Port City","Port State","Port Country","Area","Original Date Span","Original Complete Port","","","","","","","","","",""
"538","","","","","","","","","","","","","","","","","","","","","","","","",""
"539","602","","","","","","10/30/61","11/03/61","4","San Francisco","California","USA","Bethlehem Shipyard","30 Oct - 03 Nov 61","Bethlehem SY  SanFran  ","","","","","","","","","",""
"540","","","","","","","","","","","","","","","","","","","","","","","","",""
"541","605","1962","S. America","Golden Bear I","","","01/08/62","01/13/62","5","Treasure Island","California","USA","","08-13 Jan 62","Treasure Island","","","","","","","","","",""
"542","606","","","","pier 43","0","01/13/62","01/14/62","1","San Francisco","California","USA","","13-14 Jan 62","San Francisco","","","","","","","","","",""
"543","607","","","","","2","01/16/62","01/16/62","0","Vallejo","California","USA","","01/16/62","Vallejo","","","","","","","","","",""
"544","608","","","","","0","01/16/62","01/16/62","0","Richmond","California","USA","","01/16/62","Richmond, Calif.","","","","","","","","","",""
"545","609","","","","","0","01/16/62","01/16/62","0","San Francisco","California","USA","","01/16/62","San Francisco","","","","","","","","","",""
"546","610","","","","","12","01/28/62","02/05/62","8","Galapagos Islands","","Ecuador","","28 Jan-05 Feb 62","Galapagos, Ecuador","","","","","","","","","",""
"547","611","","","","","4","02/09/62","02/13/62","4","Callao","","Peru","","09-13 Feb 62","Callao, Peru            (Lima)","","","","","","","","","",""
"548","612","","","","cancelled - Buenaventua instead","","","","","Guayaquil","","Ecuador","","","Guayaquil, Equador","","","","","","","","","",""
"549","613","","","","Train wreck rescue (22 Feb)","","02/19/62","02/23/62","4","Buenaventura","","Columbia","","19-23 Feb 62","Buenaventura, Colombia","","","","","","","","","",""
"550","614","","","","","7","03/02/62","03/07/62","5","Acapulco","Guerrero","Mexico","","02-07 Mar 62","Acapulco, Mexico","","","","","","","","","",""
"551","615","","","","","6","03/13/62","03/17/62","4","San Diego","California","USA","","13-17 Mar 62","San Diego, Calif","","","","","","","","","",""
"552","616","","","","","0","03/17/62","03/21/62","4","Long Beach","California","USA","","17-21 Mar 62","Long Beach, Calif","","","","","","","","","",""
"553","617","","","","","1","03/22/62","03/23/62","1","Monterey","California","USA","","22-23 Mar 62","Monterey","","","","","","","","","",""
"554","618","","","","8592 miles","0","03/23/62","03/23/62","0","Vallejo","California","USA","","03/23/62","Vallejo","","","","","","","","","",""
"555","","","","","","","","","","","","","","","","","","","","","","","","",""
"556","621","","","","annual overhaul","","11/13/62","11/20/62","7","Alameda","California","USA","Todd Shipyard","13-20 Nov 62","Todd SY Alameda","","","","","","","","","",""
"557","","","","","","","","","","","","","","","","","","","","","","","","",""
"558","623","1963-1","Caribbean","Golden Bear I","","","01/05/63","01/05/63","0","Vallejo","California","USA","","01/05/63","Vallejo","","","","","","","","","",""
"559","624","","","","","12","01/17/63","01/19/63","2","Rodman","Balboa","Panama","","17-19 Jan 63","Rodman, Balboa, Panama","","","","","","","","","",""
"560","625","","","","","5","01/24/63","01/26/63","2","Port of Spain","","Trinidad","","24-26 Jan 63","Port of Spain, Trinidad","","","","","","","","","",""
"561","626","","","","","13","02/08/63","02/12/63","4","Rio de Janeiro","","Brazil","","08-12 Feb 63","Rio de Janeiro, Brazil","","","","","","","","","",""
"562","627","","","","","12","02/24/63","02/26/63","2","Willemstad"," D.W.I.","Curacao","","24-26 Feb 63","Willemstad, Curacao, D.W.I.","","","","","","","","","",""
"563","628","","","","","3","03/01/63","03/02/63","1","Cristobal","","Panama","","01-02 Mar 63","Cristobal, Panama","","","","","","","","","",""
"564","629","","","","","4","03/06/63","03/09/63","3","Acapulco","Guerrero","Mexico","","06-09 Mar 63","Acapulco, Mexico","","","","","","","","","",""
"565","630","","","","","5","03/14/63","03/18/63","4","San Diego","California","USA","","14-18 Mar 63","San Diego","","","","","","","","","",""
"566","631","","","","","0","03/18/63","03/18/63","0","Long Beach","California","USA","","03/18/63","Long Beach","","","","","","","","","",""
"567","632","","","","15,366 miles","3","03/21/63","03/21/63","0","Vallejo","California","USA","","03/21/63","Vallejo","","","","","","","","","",""
"568","","","","","","","","","","","","","","","","","","","","","","","","",""
"569","635","1963-2","Mini-Cruise","Golden Bear I","","","07/18/63","07/18/63","0","Vallejo","California","USA","","07/18/63","Vallejo","","","","","","","","","",""
"570","636","","","","dedication of new deep-water port","0","07/18/63","07/23/63","5","Sacramento","California","USA","","18-23 Jul 63","Sacramento","","","","","","","","","",""
"571","637","","","","46 miles","0","07/23/63","07/23/63","0","Vallejo","California","USA","","07/21/63","Vallejo","","","","","","","","","",""
"572","","","","","","","","","","","","","","","","","","","","","","","","",""
"573","640","","","","annual overhaul","","11/04/63","11/08/63","4","San Francisco","California","USA","Bethlehem Shipyard","04-08 Nov 63","Bethlehem SY","","","","","","","","","",""
"574","","","","","","","","","","","","","","","","","","","","","","","","",""
"575","642","1964","S. America","Golden Bear I","","","01/10/64","01/10/64","0","Vallejo","California","USA","","01/10/64","Vallejo","","","","","","","","","",""
"576","643","","","","International Galapagos Project","10","01/20/64","01/22/64","2","Galapagos Islands","","Ecuador","","20-22 Jan 64","Galapagos, Ecuador","","","","","","","","","",""
"577","644","","","","and Lima","3","01/25/64","01/29/64","4","Callao","","Peru","","25-29 Jan 64","Callao, Peru","","","","","","","","","",""
"578","645","","","","","13","02/11/64","02/15/64","4","Papeete","Tahiti","French Polynesia","South Pacific","11-15 Feb 64","Papeete, Tahiti","","","","","","","","","",""
"579","646","","","","International Galapagos Project","12","02/27/64","02/28/64","1","Galapagos Islands","","Ecuador","","27-28 Feb 64","Galapagos, Ecuador","","","","","","","","","",""
"580","647","","","","","3","03/02/64","03/06/64","4","Guayaquil","","Ecuador","","02-06 Mar 64","Guayaquil, Ecuador","","","","","","","","","",""
"581","648","","","","","2","03/08/64","03/09/64","1","Cocos Island","","Costa Rica","","08-09 Mar 64","Cocos Island, Costa Rica","","","","","","","","","",""
"582","649","","","","","9","03/18/64","03/20/64","2","San Diego","California","USA","","18-20 Mar 64","San Diego, Calif","","","","","","","","","",""
"583","650","","","","","0","03/20/64","03/23/64","3","Long Beach","California","USA","","20-23 Mar 64","Long Beach, Calif","","","","","","","","","",""
"584","651","","","","16,101 miles","1","03/24/64","03/24/64","0","Vallejo","California","USA","","03/24/64","Vallejo","","","","","","","","","",""
"585","","","","","","","","","","","","","","","","","","","","","","","","",""
"586","654","1965","Asia","Golden Bear I","","","01/09/65","01/09/65","0","Vallejo","California","USA","","01/09/65","Vallejo","","","","","","","","","",""
"587","655","","","","","8","01/17/65","01/21/65","4","Honolulu","Hawaii","USA","","17-21 Jan 65","Honolulu Hawaii","","","","","","","","","",""
"588","656","","","","","20","02/10/65","02/14/65","4","Manila","","Philippines","","10-14 Feb 65","Manila, Philippines","","","","","","","","","",""
"589","657","","","","","3","02/17/65","02/23/65","6","Hong Kong","","China","","17-23 Feb 65","Hong Kong, B.C.C.","","","","","","","","","",""
"590","658","","","","","6","03/01/65","03/07/65","6","Yokohama","","Japan","","01-07 Mar 65","Yokohama, Japan","","","","","","","","","",""
"591","659","","","","emergency medical (influenza) drop-off","10","03/17/65","03/20/65","3","Honolulu","Hawaii","USA","","","Honolulu Hawaii","","","","","","","","","",""
"592","660","","","","14,203 miles","6","03/26/65","03/26/65","0","Vallejo","California","USA","","03/26/65","Vallejo","","","","","","","","","",""
"593","","","","","","","","","","","","","","","","","","","","","","","","",""
"594","663","1966","Caribbean","Golden Bear I","","","01/08/66","01/08/66","0","Vallejo","California","USA","","01/08/66","Vallejo","","","","","","","","","",""
"595","664","","","","Refueling","0","01/08/66","01/09/66","1","Richmond","California","USA","","01/08/66","Richmond ","","","","","","","","","",""
"596","665","","","","","11","01/20/66","01/22/66","2","Balboa","","Panama","","20-22 Jan 66","Balboa, Panama","","","","","","","","","",""
"597","666","","","","","0","01/22/66","01/24/66","2","Cristobal","Canal Zone","Panama","","01/22/66","Cristobal, CZ","","","","","","","","","",""
"598","667","","","","Carenage Bay","3","01/27/66","01/30/66","3","Port of Spain","","Trinidad","","27-30 Jan 66","Port of Spain, Trinidad","","","","","","","","","",""
"599","668","","","","","13","02/12/66","02/17/66","5","Rio de Janeiro","","Brazil","","12-17 Feb 66","Rio de Janeiro, Brazil","","","","","","","","","",""
"600","669","","","","","12","03/01/66","03/04/66","3","Willemstad"," D.W.I.","Curacao","","01-04 Mar 66","Willemstad, Curacao, D.W.I.","","","","","","","","","",""
"601","670","","","","","2","03/06/66","03/07/66","1","Cristobal","Canal Zone","Panama","","06-07 Mar 66","Cristobal, CZ","","","","","","","","","",""
"602","671","","","","","5","03/12/66","03/16/66","4","Acapulco","Guerrero","Mexico","","12-16 Mar 66","Acapulco, Mexico","","","","","","","","","",""
"603","672","","","","","5","03/21/66","03/23/66","2","San Diego","California","USA","","21-23 Mar 66","San Diego","","","","","","","","","",""
"604","673","","","","15,398 miles","2","03/25/66","03/25/66","0","Vallejo","California","USA","","03/25/66","Vallejo","","","","","","","","","",""
"605","","","","","","","","","","","","","","","","","","","","","","","","",""
"606","676","1967","S. America","Golden Bear I","","","01/06/67","01/06/67","0","Vallejo","California","USA","","01/06/67","Vallejo","","","","","","","","","",""
"607","677","","","","Refueling","0","01/06/67","01/07/67","1","Martinez","California","USA","","01/06/67","Martinez","","","","","","","","","",""
"608","678","","","","Bethlehem SY","1","01/08/67","01/10/67","2","San Pedro","California","USA","","08-10 Jan 67","San Pedro CA","","","","","","","","","",""
"609","679","","","","","9","01/19/67","01/22/67","3","Galapagos Islands","","Ecuador","","19-22 Jan 67","Galapagos Islands, Ecuador","","","","","","","","","",""
"610","680","","","","","9","01/31/67","02/04/67","4","Valparaiso","","Chile","","31 Jan-04 Feb 67","Valparaiso, Chile","","","","","","","","","",""
"611","681","","","","","6","02/10/67","02/14/67","4","Callao","","Peru","","10-14 Feb 67","Callao, Peru","","","","","","","","","",""
"612","682","","","","","6","02/20/67","02/23/67","3","Balboa","Canal Zone","Panama","","20-23 Feb 67","Balboa, CZ","","","","","","","","","",""
"613","683","","","","","5","02/28/67","03/04/67","4","Acapulco","Guerrero","Mexico","","28 Feb-04 Mar 67","Acapulco, Mexico","","","","","","","","","",""
"614","684","","","","","5","03/09/67","03/11/67","2","San Diego","California","USA","","09-11 Mar 67","San Diego","","","","","","","","","",""
"615","685","","","","","0","03/11/67","03/13/67","2","Long Beach","California","USA","","11-13 Mar 67","Long Beach","","","","","","","","","",""
"616","686","","","","11,157 miles","1","03/14/67","03/14/67","0","Vallejo","California","USA","","03/14/67","Vallejo","","","","","","","","","",""
"617","","","","","","","","","","","","","","","","","","","","","","","","",""
"618","689","","","","annual overhaul","","11/15/67","11/22/67","7","Richmond","California","USA","","15-22 Nov 67","Richmond","","","","","","","","","",""
"619","","","","","","","","","","","","","","","","","","","","","","","","",""
"620","691","","","","shake down","","01/15/68","01/15/68","0","San Francisco Bay","California","USA","","01/15/68","SF Bay","","","","","","","","","",""
"621","","","","","","","","","","","","","","","","","","","","","","","","",""
"622","693","1968","Tropic","Golden Bear I","","","01/22/68","01/22/68","0","Vallejo","California","USA","","01/22/68","Vallejo","","","","","","","","","",""
"623","694","","","","","9","01/31/68","02/04/68","4","Honolulu","Hawaii","USA","","31 Jan-04 Feb 68","Honolulu","","","","","","","","","",""
"624","695","","","","","9","02/13/68","02/19/68","6","Papeete","Tahiti","French Polynesia","South Pacific","13-19 Feb 68","Papeete, Tahiti","","","","","","","","","",""
"625","696","","","","","13","03/03/68","03/07/68","4","Acapulco","Guerrero","Mexico","","03-07 Mar 68","Acapulco, Mexico","","","","","","","","","",""
"626","697","","","","","5","03/12/68","03/16/68","4","San Diego","California","USA","","12-16 Mar 68","San Diego","","","","","","","","","",""
"627","698","","","","","0","03/16/68","03/20/68","4","Long Beach","California","USA","","16-20 Mar 68","Long Beach","","","","","","","","","",""
"628","699","","","","9982 miles","1","03/21/68","03/21/68","0","Vallejo","California","USA","","03/21/68","Vallejo","","","","","","","","","",""
"629","","","","","","","","","","","","","","","","","","","","","","","","",""
"630","702","","","","annual overhaul","","11/18/68","11/22/68","4","Alameda","California","USA","Todd Shipyard","18-22 Nov 68","Alameda - Todd Shipyard","","","","","","","","","",""
"631","","","","","","","","","","","","","","","","","","","","","","","","",""
"632","705","1969","South America","Golden Bear I","","","01/15/69","01/15/69","0","Vallejo","California","USA","","01/15/69","Vallejo","","","","","","","","","",""
"633","706","","","","","11","01/26/69","01/28/69","2","Balboa","","Panama","","26-28 Jan 69","Balboa, Panama","","","","","","","","","",""
